,m5XiUJ
9547,81.0
9548,89.0
9549,84.0
9550,82.0
9551,83.0
9552,82.0
9553,85.0
9554,88.0
9555,89.0
9556,88.0
9557,89.0
9558,89.0
9559,89.0
9560,90.0
9561,90.0
9562,90.0
9563,96.0
9564,96.0
9565,96.0
9566,91.0
9567,90.0
9568,93.0
9569,94.0
9570,94.0
9571,94.0
9572,92.0
9573,94.0
9574,95.0
9575,96.0
9576,96.0
9577,92.0
9578,92.0
9579,91.0
9580,92.0
9581,90.0
9582,88.0
9583,88.0
9584,88.0
9585,89.0
9586,92.0
9587,88.0
9588,87.0
9589,87.0
9590,86.0
9591,86.0
9592,86.0
9593,86.0
9594,87.0
9595,85.0
9596,85.0
9597,87.0
9598,89.0
9599,88.0
9600,91.0
9601,91.0
9602,94.0
9603,95.0
9604,92.0
9605,104.0
9606,104.0
9607,106.0
9608,107.0
9609,104.0
9610,105.0
9611,104.0
9612,103.0
9613,108.0
9614,98.0
9615,97.0
9616,96.0
9617,96.0
9618,99.0
9619,99.0
9620,100.0
9621,99.0
9622,94.0
9623,107.0
9624,107.0
9625,109.0
9626,109.0
9627,105.0
9628,100.0
9629,105.0
9630,107.0
9631,108.0
9632,108.0
9633,109.0
9634,107.0
9635,109.0
9636,109.0
9637,109.0
9638,109.0
9639,109.0
9640,112.0
9641,112.0
9642,110.0
9643,112.0
9644,117.0
9645,118.0
9646,118.0
9647,118.0
9648,117.0
9649,118.0
9650,119.0
9651,119.0
9652,119.0
9653,117.0
9654,116.0
9655,116.0
9656,116.0
9657,117.0
9658,118.0
9659,117.0
9660,115.0
9661,118.0
9662,118.0
9663,121.0
9664,121.0
9665,122.0
9666,122.0
9667,121.0
9668,122.0
9669,122.0
9670,128.0
9671,126.0
9672,120.0
9673,120.0
9674,117.0
9675,120.0
9676,119.0
9677,117.0
9678,108.0
9679,108.0
9680,109.0
9681,107.0
9682,111.0
9683,129.0
9684,127.0
9685,128.0
9686,128.0
9687,126.0
9688,134.0
9689,133.0
9690,132.0
9691,128.0
9692,127.0
9693,131.0
9694,133.0
9695,137.0
9696,136.0
9697,120.0
9698,117.0
9699,116.0
9700,118.0
9701,118.0
9702,117.0
9703,104.0
9704,105.0
9705,105.0
9706,106.0
9707,111.0
9708,114.0
9709,115.0
9710,117.0
9711,113.0
9712,114.0
9713,111.0
9714,113.0
9715,112.0
9716,107.0
9717,106.0
9718,106.0
9719,105.0
9720,105.0
9721,104.0
9722,103.0
9723,101.0
9724,101.0
9725,110.0
9726,110.0
9727,110.0
9728,110.0
9729,110.0
9730,109.0
9731,106.0
9732,106.0
9733,106.0
9734,102.0
9735,104.0
9736,102.0
9737,103.0
9738,113.0
9739,113.0
9740,117.0
9741,117.0
9742,115.0
9743,115.0
9744,113.0
9745,115.0
9746,115.0
9747,115.0
9748,131.0
9749,125.0
9750,126.0
9751,128.0
9752,127.0
9753,127.0
9754,129.0
9755,132.0
9756,132.0
9757,109.0
9758,109.0
9759,109.0
9760,109.0
9761,109.0
9762,104.0
9763,104.0
9764,103.0
9765,101.0
9766,102.0
9767,102.0
9768,102.0
9769,107.0
9770,107.0
9771,107.0
9772,107.0
9773,107.0
9774,106.0
9775,109.0
9776,109.0
9777,109.0
9778,109.0
9779,108.0
9780,108.0
9781,105.0
9782,104.0
9783,105.0
9784,101.0
9785,99.0
9786,99.0
9787,99.0
9788,99.0
9789,98.0
9790,100.0
9791,100.0
9792,100.0
9793,100.0
9794,100.0
9795,101.0
9796,102.0
9797,104.0
9798,105.0
9799,96.0
9800,96.0
9801,96.0
9802,97.0
9803,105.0
9804,107.0
9805,109.0
9806,111.0
9807,110.0
9808,110.0
9809,111.0
9810,111.0
9811,109.0
9812,99.0
9813,99.0
9814,96.0
9815,100.0
9816,101.0
9817,102.0
9818,92.0
9819,90.0
9820,91.0
9821,91.0
9822,82.0
9823,82.0
9824,78.0
9825,74.0
9826,76.0
9827,73.0
9828,72.0
9829,67.0
9830,65.0
9831,64.0
9832,66.0
9833,68.0
9834,67.0
9835,67.0
9836,70.0
9837,72.0
9838,72.0
9839,70.0
9840,70.0
9841,70.0
9842,73.0
9843,67.0
9844,67.0
9845,71.0
9846,70.0
9847,70.0
9848,70.0
9849,69.0
9850,70.0
9851,68.0
9852,69.0
9853,69.0
9854,67.0
9855,67.0
9856,67.0
9857,67.0
9858,67.0
9859,67.0
9860,67.0
9861,67.0
9862,68.0
9863,68.0
9864,67.0
9865,69.0
9866,69.0
9867,69.0
9868,68.0
9869,67.0
9870,66.0
9871,66.0
9872,68.0
9873,69.0
9874,70.0
9875,70.0
9876,69.0
9877,64.0
9878,63.0
9879,64.0
9880,61.0
9881,62.0
9882,64.0
9883,62.0
9884,62.0
9885,62.0
9886,62.0
9887,66.0
9888,67.0
9889,63.0
9890,62.0
9891,59.0
9892,61.0
9893,61.0
9894,61.0
9895,62.0
9896,58.0
9897,57.0
9898,60.0
9899,58.0
9900,66.0
9901,68.0
9902,68.0
9903,70.0
9904,69.0
9905,70.0
9906,70.0
9907,68.0
9908,68.0
9909,66.0
9910,62.0
9911,64.0
9912,63.0
9913,62.0
9914,61.0
9915,61.0
9916,59.0
9917,59.0
9918,60.0
9919,55.0
9920,53.0
9921,53.0
9922,54.0
9923,54.0
9924,53.0
9925,55.0
9926,54.0
9927,55.0
9928,60.0
9929,62.0
9930,63.0
9931,64.0
9932,64.0
9933,65.0
9934,66.0
9935,73.0
9936,72.0
9937,73.0
9938,73.0
9939,72.0
9940,73.0
9941,75.0
9942,76.0
9943,76.0
9944,76.0
9945,75.0
9946,74.0
9947,74.0
9948,73.0
9949,72.0
9950,74.0
9951,75.0
9952,75.0
9953,73.0
9954,73.0
9955,74.0
9956,72.0
9957,73.0
9958,73.0
9959,73.0
9960,70.0
9961,68.0
9962,67.0
9963,69.0
9964,70.0
9965,80.0
9966,78.0
9967,77.0
9968,77.0
9969,77.0
9970,80.0
9971,79.0
9972,79.0
9973,79.0
9974,74.0
9975,73.0
9976,71.0
9977,71.0
9978,73.0
9979,73.0
9980,73.0
9981,73.0
9982,74.0
9983,71.0
9984,73.0
9985,71.0
9986,72.0
9987,77.0
9988,77.0
9989,78.0
9990,78.0
9991,78.0
9992,85.0
9993,88.0
9994,88.0
9995,91.0
9996,92.0
9997,92.0
9998,90.0
9999,91.0
10000,104.0
10001,99.0
10002,99.0
10003,99.0
10004,99.0
10005,100.0
10006,100.0
10007,101.0
10008,104.0
10009,94.0
10010,94.0
10011,94.0
10012,94.0
10013,94.0
10014,93.0
10015,96.0
10016,97.0
10017,96.0
10018,96.0
10019,98.0
10020,98.0
10021,97.0
10022,99.0
10023,100.0
10024,94.0
10025,93.0
10026,93.0
10027,93.0
10028,93.0
10029,91.0
10030,91.0
10031,88.0
10032,88.0
10033,91.0
10034,90.0
10035,89.0
10036,88.0
10037,86.0
10038,87.0
10039,77.0
10040,83.0
10041,83.0
10042,84.0
10043,84.0
10044,81.0
10045,84.0
10046,84.0
10047,96.0
10048,95.0
10049,94.0
10050,93.0
10051,93.0
10052,94.0
10053,95.0
10054,95.0
10055,95.0
10056,96.0
10057,96.0
10058,97.0
10059,98.0
10060,98.0
10061,96.0
10062,97.0
10063,96.0
10064,92.0
10065,90.0
10066,90.0
10067,90.0
10068,90.0
10069,91.0
10070,88.0
10071,88.0
10072,88.0
10073,95.0
10074,87.0
10075,85.0
10076,85.0
10077,84.0
10078,88.0
10079,87.0
10080,88.0
10081,86.0
10082,80.0
10083,81.0
10084,81.0
10085,81.0
10086,81.0
10087,80.0
10088,76.0
10089,75.0
10090,75.0
10091,75.0
10092,75.0
10093,75.0
10094,73.0
10095,72.0
10096,73.0
10097,78.0
10098,78.0
10099,78.0
10100,78.0
10101,80.0
10102,82.0
10103,89.0
10104,88.0
10105,101.0
10106,96.0
10107,99.0
10108,99.0
10109,98.0
10110,99.0
10111,104.0
10112,109.0
10113,108.0
10114,98.0
10115,105.0
10116,102.0
10117,104.0
10118,104.0
10119,100.0
10120,105.0
10121,92.0
10122,92.0
10123,94.0
10124,94.0
10125,94.0
10126,95.0
10127,98.0
10128,99.0
10129,99.0
10130,99.0
10131,99.0
10132,98.0
10133,98.0
10134,98.0
10135,95.0
10136,93.0
10137,92.0
10138,96.0
10139,96.0
10140,96.0
10141,96.0
10142,96.0
10143,93.0
10144,93.0
10145,93.0
10146,87.0
10147,86.0
10148,86.0
10149,85.0
10150,87.0
10151,87.0
10152,85.0
10153,85.0
10154,85.0
10155,89.0
10156,89.0
10157,89.0
10158,89.0
10159,89.0
10160,89.0
10161,95.0
10162,95.0
10163,95.0
10164,95.0
10165,95.0
10166,95.0
10167,90.0
10168,90.0
10169,91.0
10170,91.0
10171,92.0
10172,91.0
10173,91.0
10174,93.0
10175,91.0
10176,91.0
10177,85.0
10178,85.0
10179,79.0
10180,79.0
10181,76.0
10182,73.0
10183,73.0
10184,73.0
10185,69.0
10186,64.0
10187,66.0
10188,66.0
10189,66.0
10190,66.0
10191,64.0
10192,64.0
10193,64.0
10194,62.0
10195,68.0
10196,67.0
10197,70.0
10198,70.0
10199,70.0
10200,68.0
10201,64.0
10202,61.0
10203,61.0
10204,61.0
10205,61.0
10206,61.0
10207,62.0
10208,62.0
10209,64.0
10210,64.0
10211,64.0
10212,66.0
10213,66.0
10214,66.0
10215,66.0
10216,66.0
10217,66.0
10218,65.0
10219,66.0
10220,69.0
10221,70.0
10222,69.0
10223,69.0
10224,65.0
10225,68.0
10226,68.0
10227,69.0
10228,66.0
10229,65.0
10230,65.0
10231,64.0
10232,65.0
10233,65.0
10234,62.0
10235,61.0
10236,60.0
10237,60.0
10238,60.0
10239,60.0
10240,63.0
10241,63.0
10242,67.0
10243,66.0
10244,71.0
10245,72.0
10246,83.0
10247,85.0
10248,78.0
10249,78.0
10250,79.0
10251,78.0
10252,78.0
10253,74.0
10254,74.0
10255,74.0
10256,75.0
10257,75.0
10258,75.0
10259,76.0
10260,77.0
10261,77.0
10262,82.0
10263,81.0
10264,81.0
10265,82.0
10266,82.0
10267,84.0
10268,81.0
10269,74.0
10270,76.0
10271,72.0
10272,73.0
10273,74.0
10274,74.0
10275,75.0
10276,75.0
10277,79.0
10278,79.0
10279,81.0
10280,81.0
10281,80.0
10282,79.0
10283,78.0
10284,78.0
10285,78.0
10286,77.0
10287,77.0
10288,77.0
10289,86.0
10290,89.0
10291,90.0
10292,90.0
10293,90.0
10294,89.0
10295,88.0
10296,87.0
10297,88.0
10298,89.0
10299,87.0
10300,87.0
10301,86.0
10302,86.0
10303,87.0
10304,87.0
10305,87.0
10306,89.0
10307,87.0
10308,86.0
10309,86.0
10310,86.0
10311,93.0
10312,95.0
10313,94.0
10314,93.0
10315,93.0
10316,90.0
10317,89.0
10318,89.0
10319,88.0
10320,77.0
10321,74.0
10322,75.0
10323,78.0
10324,79.0
10325,80.0
10326,83.0
10327,84.0
10328,83.0
10329,83.0
10330,82.0
10331,87.0
10332,87.0
10333,88.0
10334,90.0
10335,88.0
10336,85.0
10337,86.0
10338,86.0
10339,86.0
10340,87.0
10341,85.0
10342,85.0
10343,90.0
10344,91.0
10345,89.0
10346,91.0
10347,92.0
10348,92.0
10349,92.0
10350,96.0
10351,97.0
10352,98.0
10353,95.0
10354,97.0
10355,97.0
10356,98.0
10357,98.0
10358,97.0
10359,97.0
10360,97.0
10361,97.0
10362,97.0
10363,87.0
10364,85.0
10365,84.0
10366,83.0
10367,83.0
10368,84.0
10369,90.0
10370,91.0
10371,90.0
10372,87.0
10373,87.0
10374,86.0
10375,84.0
10376,83.0
10377,86.0
10378,86.0
10379,83.0
10380,83.0
10381,83.0
10382,83.0
10383,81.0
10384,81.0
10385,75.0
10386,75.0
10387,78.0
10388,78.0
10389,82.0
10390,79.0
10391,78.0
10392,79.0
10393,79.0
10394,79.0
10395,79.0
10396,76.0
10397,76.0
10398,76.0
10399,82.0
10400,79.0
10401,78.0
10402,78.0
10403,77.0
10404,79.0
10405,74.0
10406,73.0
10407,74.0
10408,71.0
10409,71.0
10410,71.0
10411,73.0
10412,73.0
10413,73.0
10414,74.0
10415,74.0
10416,76.0
10417,74.0
10418,74.0
10419,75.0
10420,72.0
10421,72.0
10422,73.0
10423,69.0
10424,71.0
10425,63.0
10426,62.0
10427,62.0
10428,62.0
10429,65.0
10430,64.0
10431,70.0
10432,70.0
10433,77.0
10434,79.0
10435,80.0
10436,80.0
10437,81.0
10438,79.0
10439,69.0
10440,69.0
10441,70.0
10442,76.0
10443,77.0
10444,75.0
10445,75.0
10446,74.0
10447,76.0
10448,77.0
10449,80.0
10450,78.0
10451,75.0
10452,80.0
10453,80.0
10454,83.0
10455,84.0
10456,85.0
10457,84.0
10458,84.0
10459,84.0
10460,84.0
10461,82.0
10462,83.0
10463,79.0
10464,79.0
10465,79.0
10466,78.0
10467,78.0
10468,82.0
10469,83.0
10470,83.0
10471,81.0
10472,81.0
10473,76.0
10474,76.0
10475,76.0
10476,76.0
10477,76.0
10478,73.0
10479,73.0
10480,73.0
10481,72.0
10482,72.0
10483,72.0
10484,72.0
10485,68.0
10486,68.0
10487,68.0
10488,69.0
10489,70.0
10490,68.0
10491,67.0
10492,67.0
10493,67.0
10494,67.0
10495,67.0
10496,66.0
10497,66.0
10498,70.0
10499,70.0
10500,74.0
10501,72.0
10502,71.0
10503,71.0
10504,71.0
10505,69.0
10506,69.0
10507,60.0
10508,59.0
10509,58.0
10510,59.0
10511,59.0
10512,58.0
10513,58.0
10514,59.0
10515,60.0
10516,55.0
10517,59.0
10518,59.0
10519,60.0
10520,60.0
10521,60.0
10522,59.0
10523,56.0
10524,56.0
10525,57.0
10526,53.0
10527,53.0
10528,50.0
10529,50.0
10530,49.0
10531,49.0
10532,51.0
10533,50.0
10534,51.0
10535,51.0
10536,50.0
10537,52.0
10538,52.0
10539,52.0
10540,52.0
10541,53.0
10542,50.0
10543,50.0
10544,50.0
10545,54.0
10546,54.0
10547,54.0
10548,55.0
10549,55.0
10550,53.0
10551,54.0
10552,54.0
10553,54.0
10554,54.0
10555,54.0
10556,54.0
10557,54.0
10558,54.0
10559,51.0
10560,51.0
10561,52.0
10562,52.0
10563,52.0
10564,52.0
10565,52.0
10566,53.0
10567,54.0
10568,55.0
10569,56.0
10570,49.0
10571,49.0
10572,49.0
10573,50.0
10574,47.0
10575,47.0
10576,48.0
10577,50.0
10578,51.0
10579,48.0
10580,54.0
10581,54.0
10582,53.0
10583,52.0
10584,52.0
10585,53.0
10586,54.0
10587,54.0
10588,51.0
10589,49.0
10590,49.0
10591,46.0
10592,47.0
10593,46.0
10594,46.0
10595,46.0
10596,47.0
10597,48.0
10598,47.0
10599,46.0
10600,45.0
10601,45.0
10602,45.0
10603,45.0
10604,46.0
10605,50.0
10606,50.0
10607,52.0
10608,52.0
10609,53.0
10610,53.0
10611,51.0
10612,51.0
10613,50.0
10614,50.0
10615,53.0
10616,52.0
10617,52.0
10618,51.0
10619,51.0
10620,51.0
10621,50.0
10622,49.0
10623,50.0
10624,50.0
10625,50.0
10626,53.0
10627,52.0
10628,53.0
10629,53.0
10630,53.0
10631,54.0
10632,54.0
10633,54.0
10634,53.0
10635,52.0
10636,53.0
10637,53.0
10638,53.0
10639,53.0
10640,53.0
10641,53.0
10642,52.0
10643,56.0
10644,54.0
10645,55.0
10646,55.0
10647,54.0
10648,54.0
10649,51.0
10650,52.0
10651,52.0
10652,52.0
10653,52.0
10654,45.0
10655,44.0
10656,46.0
10657,46.0
10658,45.0
10659,44.0
10660,44.0
10661,44.0
10662,45.0
10663,45.0
10664,45.0
10665,45.0
10666,44.0
10667,44.0
10668,42.0
10669,41.0
10670,44.0
10671,44.0
10672,44.0
10673,43.0
10674,43.0
10675,42.0
10676,42.0
10677,42.0
10678,41.0
10679,38.0
10680,38.0
10681,36.0
10682,40.0
10683,41.0
10684,41.0
10685,41.0
10686,41.0
10687,40.0
10688,40.0
10689,37.0
10690,43.0
10691,49.0
10692,46.0
10693,47.0
10694,47.0
10695,47.0
10696,47.0
10697,46.0
10698,48.0
10699,46.0
10700,46.0
10701,47.0
10702,49.0
10703,49.0
10704,49.0
10705,49.0
10706,50.0
10707,50.0
10708,52.0
10709,52.0
10710,51.0
10711,51.0
10712,52.0
10713,52.0
10714,51.0
10715,52.0
10716,52.0
10717,45.0
10718,45.0
10719,44.0
10720,50.0
10721,50.0
10722,50.0
10723,51.0
10724,51.0
10725,51.0
10726,51.0
10727,51.0
10728,51.0
10729,49.0
10730,49.0
10731,49.0
10732,49.0
10733,48.0
10734,48.0
10735,48.0
10736,47.0
10737,47.0
10738,50.0
10739,50.0
10740,51.0
10741,51.0
10742,51.0
10743,53.0
10744,51.0
10745,50.0
10746,49.0
10747,59.0
10748,59.0
10749,59.0
10750,59.0
10751,60.0
10752,59.0
10753,59.0
10754,59.0
10755,61.0
10756,58.0
10757,58.0
10758,58.0
10759,61.0
10760,61.0
10761,61.0
10762,62.0
10763,63.0
10764,59.0
10765,58.0
10766,64.0
10767,64.0
10768,64.0
10769,64.0
10770,64.0
10771,65.0
10772,69.0
10773,69.0
10774,64.0
10775,60.0
10776,58.0
10777,58.0
10778,60.0
10779,59.0
10780,61.0
10781,61.0
10782,59.0
10783,59.0
10784,59.0
10785,60.0
10786,59.0
10787,59.0
10788,59.0
10789,58.0
10790,58.0
10791,58.0
10792,58.0
10793,58.0
10794,54.0
10795,55.0
10796,56.0
10797,56.0
10798,59.0
10799,59.0
10800,60.0
10801,60.0
10802,60.0
10803,61.0
10804,60.0
10805,64.0
10806,63.0
10807,63.0
10808,66.0
10809,68.0
10810,72.0
10811,72.0
10812,69.0
10813,69.0
10814,68.0
10815,72.0
10816,78.0
10817,75.0
10818,75.0
10819,75.0
10820,73.0
10821,65.0
10822,69.0
10823,69.0
10824,70.0
10825,69.0
10826,69.0
10827,69.0
10828,69.0
10829,67.0
10830,66.0
10831,65.0
10832,65.0
10833,63.0
10834,63.0
10835,63.0
10836,64.0
10837,63.0
10838,58.0
10839,58.0
10840,54.0
10841,55.0
10842,55.0
10843,55.0
10844,54.0
10845,60.0
10846,61.0
10847,61.0
10848,61.0
10849,68.0
10850,69.0
10851,69.0
10852,69.0
10853,69.0
10854,68.0
10855,69.0
10856,69.0
10857,69.0
10858,68.0
10859,67.0
10860,68.0
10861,67.0
10862,67.0
10863,70.0
10864,70.0
10865,69.0
10866,69.0
10867,69.0
10868,71.0
10869,71.0
10870,71.0
10871,70.0
10872,71.0
10873,83.0
10874,82.0
10875,83.0
10876,84.0
10877,84.0
10878,84.0
10879,82.0
10880,85.0
10881,85.0
10882,81.0
10883,79.0
10884,82.0
10885,84.0
10886,85.0
10887,85.0
10888,83.0
10889,81.0
10890,77.0
10891,77.0
10892,77.0
10893,78.0
10894,78.0
10895,75.0
10896,74.0
10897,74.0
10898,76.0
10899,76.0
10900,76.0
10901,78.0
10902,78.0
10903,78.0
10904,78.0
10905,85.0
10906,87.0
10907,88.0
10908,88.0
10909,88.0
10910,88.0
10911,89.0
10912,89.0
10913,87.0
10914,84.0
10915,83.0
10916,83.0
10917,83.0
10918,81.0
10919,79.0
10920,79.0
10921,73.0
10922,73.0
10923,73.0
10924,74.0
10925,74.0
10926,75.0
10927,74.0
10928,73.0
10929,72.0
10930,72.0
10931,72.0
10932,74.0
10933,75.0
10934,75.0
10935,75.0
10936,74.0
10937,79.0
10938,79.0
10939,82.0
10940,83.0
10941,83.0
10942,83.0
10943,84.0
10944,84.0
10945,85.0
10946,77.0
10947,69.0
10948,67.0
10949,66.0
10950,65.0
10951,66.0
10952,66.0
10953,65.0
10954,61.0
10955,63.0
10956,63.0
10957,63.0
10958,64.0
10959,61.0
10960,61.0
10961,62.0
10962,62.0
10963,69.0
10964,71.0
10965,71.0
10966,70.0
10967,70.0
10968,71.0
10969,71.0
10970,72.0
10971,73.0
10972,68.0
10973,67.0
10974,67.0
10975,65.0
10976,65.0
10977,65.0
10978,66.0
10979,58.0
10980,56.0
10981,56.0
10982,58.0
10983,57.0
10984,56.0
10985,55.0
10986,55.0
10987,55.0
10988,55.0
10989,55.0
10990,56.0
10991,54.0
10992,54.0
10993,54.0
10994,57.0
10995,59.0
10996,59.0
10997,59.0
10998,58.0
10999,62.0
11000,66.0
11001,65.0
11002,66.0
11003,70.0
11004,71.0
11005,80.0
11006,82.0
11007,80.0
11008,80.0
11009,80.0
11010,80.0
11011,75.0
11012,69.0
11013,70.0
11014,65.0
11015,65.0
11016,64.0
11017,63.0
11018,63.0
11019,60.0
11020,65.0
11021,65.0
11022,67.0
11023,67.0
11024,70.0
11025,69.0
11026,70.0
11027,72.0
11028,74.0
11029,76.0
11030,78.0
11031,80.0
11032,81.0
11033,81.0
11034,80.0
11035,82.0
11036,85.0
11037,77.0
11038,77.0
11039,77.0
11040,77.0
11041,77.0
11042,75.0
11043,75.0
11044,74.0
11045,73.0
11046,73.0
11047,73.0
11048,73.0
11049,73.0
11050,73.0
11051,73.0
11052,72.0
11053,72.0
11054,72.0
11055,72.0
11056,71.0
11057,72.0
11058,72.0
11059,74.0
11060,74.0
11061,74.0
11062,76.0
11063,76.0
11064,84.0
11065,83.0
11066,85.0
11067,85.0
11068,84.0
11069,82.0
11070,82.0
11071,81.0
11072,76.0
11073,76.0
11074,76.0
11075,76.0
11076,76.0
11077,72.0
11078,71.0
11079,63.0
11080,62.0
11081,62.0
11082,64.0
11083,64.0
11084,81.0
11085,82.0
11086,83.0
11087,82.0
11088,82.0
11089,82.0
11090,82.0
11091,84.0
11092,84.0
11093,77.0
11094,82.0
11095,86.0
11096,89.0
11097,89.0
11098,88.0
11099,89.0
11100,89.0
11101,91.0
11102,88.0
11103,81.0
11104,81.0
11105,81.0
11106,79.0
11107,82.0
11108,81.0
11109,81.0
11110,80.0
11111,80.0
11112,82.0
11113,82.0
11114,84.0
11115,84.0
11116,84.0
11117,84.0
11118,85.0
11119,86.0
11120,86.0
11121,86.0
11122,87.0
11123,89.0
11124,89.0
11125,89.0
11126,90.0
11127,97.0
11128,97.0
11129,102.0
11130,102.0
11131,103.0
11132,104.0
11133,102.0
11134,102.0
11135,102.0
11136,99.0
11137,99.0
11138,88.0
11139,88.0
11140,86.0
11141,83.0
11142,83.0
11143,86.0
11144,87.0
11145,87.0
11146,88.0
11147,88.0
11148,88.0
11149,91.0
11150,93.0
11151,93.0
11152,92.0
11153,94.0
11154,98.0
11155,98.0
11156,99.0
11157,90.0
11158,88.0
11159,90.0
11160,92.0
11161,94.0
11162,95.0
11163,96.0
11164,95.0
11165,94.0
11166,94.0
11167,93.0
11168,89.0
11169,80.0
11170,76.0
11171,76.0
11172,75.0
11173,73.0
11174,74.0
11175,75.0
11176,74.0
11177,75.0
11178,77.0
11179,76.0
11180,74.0
11181,73.0
11182,74.0
11183,78.0
11184,78.0
11185,78.0
11186,80.0
11187,80.0
11188,78.0
11189,79.0
11190,79.0
11191,78.0
11192,75.0
11193,76.0
11194,77.0
11195,77.0
11196,77.0
11197,79.0
11198,79.0
11199,76.0
11200,68.0
11201,68.0
11202,68.0
11203,63.0
11204,63.0
11205,61.0
11206,61.0
11207,61.0
11208,71.0
11209,71.0
11210,71.0
11211,71.0
11212,71.0
11213,71.0
11214,71.0
11215,71.0
11216,71.0
11217,65.0
11218,65.0
11219,65.0
11220,72.0
11221,72.0
11222,69.0
11223,69.0
11224,68.0
11225,69.0
11226,69.0
11227,67.0
11228,64.0
11229,63.0
11230,64.0
11231,66.0
11232,66.0
11233,62.0
11234,61.0
11235,61.0
11236,59.0
11237,62.0
11238,63.0
11239,64.0
11240,64.0
11241,64.0
11242,70.0
11243,70.0
11244,71.0
11245,71.0
11246,70.0
11247,72.0
11248,73.0
11249,73.0
11250,71.0
11251,70.0
11252,69.0
11253,69.0
11254,73.0
11255,68.0
11256,63.0
11257,65.0
11258,65.0
11259,65.0
11260,66.0
11261,66.0
11262,69.0
11263,70.0
11264,68.0
11265,68.0
11266,67.0
11267,69.0
11268,69.0
11269,69.0
11270,69.0
11271,65.0
11272,65.0
11273,67.0
11274,68.0
11275,68.0
11276,66.0
11277,66.0
11278,66.0
11279,67.0
11280,66.0
11281,67.0
11282,64.0
11283,66.0
11284,70.0
11285,69.0
11286,70.0
11287,69.0
11288,69.0
11289,77.0
11290,79.0
11291,79.0
11292,80.0
11293,80.0
11294,74.0
11295,74.0
11296,78.0
11297,81.0
11298,81.0
11299,86.0
11300,86.0
11301,91.0
11302,90.0
11303,91.0
11304,91.0
11305,88.0
11306,90.0
11307,91.0
11308,90.0
11309,98.0
11310,97.0
11311,95.0
11312,95.0
11313,94.0
11314,98.0
11315,92.0
11316,94.0
11317,98.0
11318,96.0
11319,96.0
11320,94.0
11321,93.0
11322,94.0
11323,92.0
11324,96.0
11325,96.0
11326,91.0
11327,91.0
11328,93.0
11329,96.0
11330,96.0
11331,98.0
11332,99.0
11333,102.0
11334,100.0
11335,100.0
11336,100.0
11337,100.0
11338,100.0
11339,101.0
11340,101.0
11341,94.0
11342,95.0
11343,94.0
11344,94.0
11345,95.0
11346,98.0
11347,96.0
11348,97.0
11349,97.0
11350,97.0
11351,97.0
11352,97.0
11353,102.0
11354,102.0
11355,102.0
11356,98.0
11357,96.0
11358,96.0
11359,93.0
11360,93.0
11361,93.0
11362,92.0
11363,91.0
11364,87.0
11365,88.0
11366,87.0
11367,91.0
11368,90.0
11369,90.0
11370,91.0
11371,91.0
11372,94.0
11373,91.0
11374,91.0
11375,87.0
11376,87.0
11377,87.0
11378,90.0
11379,93.0
11380,92.0
11381,104.0
11382,104.0
11383,97.0
11384,99.0
11385,98.0
11386,98.0
11387,101.0
11388,101.0
11389,105.0
11390,100.0
11391,100.0
11392,99.0
11393,99.0
11394,100.0
11395,100.0
11396,98.0
11397,96.0
11398,99.0
11399,115.0
11400,115.0
11401,114.0
11402,114.0
11403,113.0
11404,117.0
11405,117.0
11406,116.0
11407,112.0
11408,104.0
11409,104.0
11410,104.0
11411,104.0
11412,104.0
11413,103.0
11414,102.0
11415,104.0
11416,102.0
11417,102.0
11418,102.0
11419,102.0
11420,102.0
11421,102.0
11422,100.0
11423,100.0
11424,100.0
11425,100.0
11426,98.0
11427,91.0
11428,89.0
11429,90.0
11430,93.0
11431,96.0
11432,107.0
11433,108.0
11434,111.0
11435,111.0
11436,112.0
11437,123.0
11438,124.0
11439,124.0
11440,121.0
11441,116.0
11442,116.0
11443,116.0
11444,117.0
11445,116.0
11446,111.0
11447,112.0
11448,116.0
11449,118.0
11450,118.0
11451,115.0
11452,116.0
11453,114.0
11454,117.0
11455,107.0
11456,106.0
11457,106.0
11458,105.0
11459,102.0
11460,102.0
11461,94.0
11462,93.0
11463,92.0
11464,94.0
11465,94.0
11466,94.0
11467,94.0
11468,100.0
11469,100.0
11470,99.0
11471,99.0
11472,94.0
11473,85.0
11474,85.0
11475,86.0
11476,81.0
11477,81.0
11478,82.0
11479,82.0
11480,85.0
11481,85.0
11482,85.0
11483,85.0
11484,85.0
11485,86.0
11486,86.0
11487,86.0
11488,87.0
11489,88.0
11490,88.0
11491,92.0
11492,91.0
11493,90.0
11494,96.0
11495,96.0
11496,96.0
11497,96.0
11498,98.0
11499,98.0
11500,101.0
11501,104.0
11502,103.0
11503,102.0
11504,102.0
11505,99.0
11506,88.0
11507,92.0
11508,89.0
11509,87.0
11510,86.0
11511,85.0
11512,85.0
11513,85.0
11514,86.0
11515,89.0
11516,89.0
11517,90.0
11518,90.0
11519,91.0
11520,93.0
11521,92.0
11522,90.0
11523,88.0
11524,96.0
11525,97.0
11526,97.0
11527,98.0
11528,103.0
11529,103.0
11530,103.0
11531,103.0
11532,103.0
11533,108.0
11534,110.0
11535,110.0
11536,109.0
11537,109.0
11538,113.0
11539,116.0
11540,116.0
11541,116.0
11542,110.0
11543,110.0
11544,111.0
